"id","name",course_id/id,"start_date","coordinator/id",campus_id/id,"uvic_program","code","company_id/id","end_date","modality_id/id","students_limit","sepyc_program","expiration_days","date_diplomas","academic_year","generation","hours","credits","ects","practical_hours_total","independent_hours_total","theoretical_hours_total","hours_total","practical_hours_credits","independent_hours_credits","theoretical_hours_credits","credits_total","days_week","schedule","contact_class","type_practices/id","acknowledgments","reconeixements"
"op_batch_0012","MTMSONLELR191A","Maestría en Sexología Clínica y Terapia de Parejas",2020-03-17,0,0,0,"MTMSONLELR191A","base.main_company",2021-12-05,"op_modality_0002",0,0,0,,"2019-2021",,1175,0,47,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0013","MTAPONLENR191B","Maestría en Intervención en Dificultades del Aprendizaje",2019-09-01,0,0,0,"MTAPONLENR191B","base.main_company",2021-12-05,"op_modality_0002",0,0,0,,"2019-2021",,2250,0,89,0,60,30,90,0,"3,75","1,875","5,625","e-Learning No Residentes","e-Learning No Residentes",,0,,
"op_batch_0014","MTPVONLELR191B","Maestría en Psicopedagogía Terapéutica",2019-09-18,0,0,0,"MTPVONLELR191B","base.main_company",2021-12-05,"op_modality_0002",0,0,0,,"2019-2021",,1500,0,60,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0015","PGPOONLELR191B","Especialidad en Psicooncología",2019-08-27,0,0,0,"PGPOONLELR191B","base.main_company",2021-12-05,"op_modality_0002",0,0,0,,"2019-2020",,780,"48,75",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0016","MTLPONLELR191B","Maestría en Patologías del Lenguaje y el Habla",2019-07-19,0,0,0,"MTLPONLELR191B","base.main_company",2021-12-05,"op_modality_0003",0,0,0,,"2019-2021",,1345,"84,06",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0017","MTPCONLELR191B","Maestría en Psicología Clínica y de la Salud",2019-07-12,0,"op_campus_0001",0,"MTPCONLELR191B","base.main_company",2021-12-05,"op_modality_0001",0,0,0,,"2019-2021",,2250,0,90,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0018","MTPCONLELR191A","Maestría en Psicología Clínica y de la Salud",2019-07-12,0,0,0,"MTPCONLELR191A","base.main_company",2021-12-05,"op_modality_0002",100,0,0,,"2019-2021",,2175,0,87,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0019","MTLPCATELR171A","Maestría en Patologías del Lenguaje y el Habla",2012-12-04,0,0,0,"MTLPCATELR171A","base.main_company",2021-12-05,"op_modality_0002",0,0,0,,"2017-2019",,0,0,60,0,0,0,0,0,0,0,0,"e-Learning",,,0,,
"op_batch_0020","MIONIS21P","Mestrado em Psicologia Clínica da Criança e do Adolescente",2021-01-01,0,0,0,"MIONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,1950,0,78,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0021","PCONIS21P","Mestrado em Psicologia Clínica e da Saúde",2021-01-01,0,0,0,"PCONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,2052,0,81,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0022","MLONIS21P","Mestrado em Psicologia Forense",2021-01-01,0,0,0,"MLONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,1075,0,43,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0023","MPONIS21P","Máster em Terapia Cognitivo-Comportamental",2021-01-01,0,0,0,"MPONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,1175,0,47,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0024","PIONIS21P","Especialização em Avaliação e Intervenção em Crianças e Adolescentes",2021-01-01,0,0,0,"PIONIS21P","__export__.res_company_8_50662d8b",2021-12-31,"op_modality_0002",0,0,0,,"2021-2021",,300,0,12,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0025","PFONIS21P","Máster em Psicoterapia da Criança e do Adolescente",2021-01-01,0,0,0,"PFONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0026","MSONIS21P","Máster em Sexologia Clínica e Terapia de Casais",2021-01-01,0,"op_campus_0006",0,"MSONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,1150,0,46,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0027","ATONIS21P","Especialização em Cuidados Precoces",2021-01-01,0,0,0,"ATONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,700,0,28,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0028","AUONIS21P","Especialização em Transtorno do Espectro do Autismo",2021-01-01,0,0,0,"AUONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,700,0,28,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0029","APONIS21P","Mestrado em Intervenção em Dificuldades de Aprendizagem",2021-01-01,0,0,0,"APONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,"387,5",0,15,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0030","ESONIS21P","Mestrado em Educação Especial",2021-01-01,0,0,0,"ESONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0031","PVONIS21P","Mestrado em Psicopedagogia Terapêutica",2021-01-01,0,0,0,"PVONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0032","LPONIS21P","Mestrado em Distúrbios da Linguagem e da Fala",2021-01-01,0,0,0,"LPONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,1200,0,46,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0033","THONIS21P","Mestrado em Neuromanagement e Gestão de Talento",2021-01-01,0,0,0,"THONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,1125,0,45,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0034","ILONGE21UP","ISEP EMPRENDE",2021-06-11,0,0,0,"ILONGE21UP","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0035","CPONIS21P","Máster em Psico-Oncologia e Cuidados Paliativos",2021-01-01,0,0,0,"CPONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0036","BAONIS21P","Mestrado em Administração",2021-01-01,0,0,0,"BAONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0037","DPONIS21P","Mestrado em Gestão de Projetos",2021-01-01,0,0,0,"DPONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0038","SEONIS21P","Especialização em Terapia Sexual e de Casais",2021-01-01,0,0,0,"SEONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0039","POONIS21P","Especialização em Psico-oncologia",2021-01-31,0,0,0,"POONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0040","MTPCCATATH211H","Maestría en Psicología Clínica y de la Salud",2021-10-16,0,"op_campus_0005",0,"MTPCCATATH211H","base.main_company",2023-11-30,"op_modality_0008",100,0,0,,"2021-2022",,2250,90,90,0,0,0,0,0,0,0,0,"Fines de semana","Sábados de 16 a 21h",,0,,
"op_batch_0041","MTMICATATH211H","Máster en Psicología Clínica Infantojuvenil",2021-10-16,0,"op_campus_0005",0,"MTMICATATH211H","base.main_company",2023-11-30,"op_modality_0008",50,0,0,,"2021-2022",,2250,0,90,0,0,0,0,0,0,0,0,"Sábados","sábados de 16 a 21h",,0,,
"op_batch_0042","BBONIS21P","Mestrado em Big Data e Business Intelligence",2021-01-01,0,0,0,"BBONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0043","PCONGE21UE","Maestría en Psicología Clínica y de la Salud",2021-07-15,0,0,0,"PCONGE21UE","base.main_company",2022-12-05,"op_modality_0002",0,1,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0044","PCONMX21GE","Maestría en Psicología Clínica y de la Salud",2021-07-15,0,0,0,"PCONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0045","PCONMX21EE","Maestría en Psicología Clínica y de la Salud",2021-07-15,0,0,0,"PCONMX21EE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0046","MPONGE21UE","Máster en Psicoterapia Cognitivo-Conductual",2021-07-15,0,0,0,"MPONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,960,60,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0047","MIONGE21UE","Máster en Psicología Clínica Infantojuvenil",2021-07-15,0,0,0,"MIONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1260,79,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0048","MIONMX21GE","Máster en Psicología Clínica Infantojuvenil",2021-07-15,0,0,0,"MIONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1260,79,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0049","MLONGE21UE","Maestría en Psicología Forense",2021-07-15,0,0,0,"MLONGE21UE","base.main_company",2023-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0050","MLONMX21GE","Maestría en Psicología Forense",2021-07-15,0,0,0,"MLONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0051","MLONMX21EE","Maestría en Psicología Forense",2021-07-15,0,0,0,"MLONMX21EE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0052","MSONGE21UE","Maestría en Sexología Clínica y Terapia de Parejas",2021-07-15,0,0,0,"MSONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1180,"71,94",0,136,88,0,224,"8,5","5,5",0,14,"e-Learning","e-Learning",,0,,
"op_batch_0053","CPONGE21UE","Maestría en Psicooncología y Cuidados Paliativos",2021-07-15,0,0,0,"CPONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1376,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0054","ESONGE21UE","Master en Educacion Especial",2021-07-15,0,0,0,"ESONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1230,77,0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0055","ESONMX21GE","Master en Educacion Especial",2021-07-15,0,0,0,"ESONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1230,77,0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0056","PVONGE21UE","Maestría en Psicopedagogía Terapéutica",2021-07-15,0,0,0,"PVONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1345,"84,06",0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0057","PVONMX21GE","Maestría en Psicopedagogía Terapéutica",2021-07-15,0,0,0,"PVONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1345,"84,06",0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0058","APONGE21UE","Maestría en Intervención en Dificultades del Aprendizaje",2021-07-15,0,0,0,"APONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1200,75,0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0059","THONGE21UE","Maestría en Neuromanagement y Gestion del Talento",2021-07-15,0,0,0,"THONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1200,75,0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0060","THONMX21GE","Maestría en Neuromanagement y Gestion del Talento",2021-07-15,0,0,0,"THONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,1200,75,0,0,60,30,90,0,"3,75","1,875","5,625","e-Learning","e-Learning",,0,,
"op_batch_0061","THONMX21EE","Maestría en Neuromanagement y Gestion del Talento",2021-07-15,0,0,0,"THONMX21EE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0062","BAONGE21UE","Maestría en Administración",2021-07-15,0,0,0,"BAONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1216,76,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0063","DPONGE21UE","Maestría en Dirección de Proyectos",2021-07-15,0,0,0,"DPONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1216,76,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0064","POONGE21UE","Especialidad en Psicooncología",2021-07-15,0,0,0,"POONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2022",,780,"48,75",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0065","POONMX21GE","Especialidad en Psicooncología",2021-07-15,0,0,0,"POONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2022",,780,"48,75",0,0,0,0,0,0,0,0,0,,"e-Learning","e-Learning",0,,
"op_batch_0066","ATONGE21UE","Especialidad en Atención Temprana",2021-07-15,0,0,0,"ATONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,798,"49,88",0,0,0,0,0,0,0,0,0,,"e-Learning","e-Learning",0,,
"op_batch_0067","ATONMX21GE","Especialidad en Atención Temprana",2021-07-15,0,0,0,"ATONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2022",,798,"49,88",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0068","AUONGE21UE","Especialidad en Trastornos Autistas",2021-07-15,0,0,0,"AUONGE21UE","base.main_company",2022-09-25,"op_modality_0002",0,1,0,,"2021-2022",,753,"47,12",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0069","AUONMX21GE","Especialidad en Trastornos Autistas",2021-07-15,0,0,0,"AUONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,753,"47,06",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0070","AUONMX21EE","Especialidad en Trastornos Autistas",2021-07-15,0,0,0,"AUONMX21EE","base.main_company",2022-09-30,"op_modality_0002",0,1,0,,"2021-2023",,753,"47,06",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0071","NPONGE21UE","Especialidad en Neuropsicología Clínica",2021-07-15,0,0,0,"NPONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2022",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0072","PIONGE21UE","Especialidad en Psicología Clínica Infantojuvenil",2021-07-15,0,0,0,"PIONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0073","PC36GE22UE","Maestría en Psicología Clínica y de la Salud",2022-01-29,0,0,0,"PC36GE22UE","base.main_company",2022-09-30,"op_modality_0008",0,1,0,,"2022-2024",,1350,84,0,0,0,0,0,0,0,0,0,"Sábados","Sábados de 8-13h",,0,,
"op_batch_0074","MI36GE22UE","Máster en Psicología Clínica Infantojuvenil",2021-08-31,0,0,0,"MI36GE22UE","base.main_company",2022-09-30,"op_modality_0008",0,0,0,,"2022-2024",,1260,79,0,0,0,0,0,0,0,0,0,"Sábados","Sábados de 8-13h",,0,,
"op_batch_0075","MS36GE22UE","Maestría en Sexología Clínica y Terapia de Parejas",2021-08-31,0,0,0,"MS36GE22UE","base.main_company",2022-09-30,"op_modality_0008",0,0,0,,"2021-2022",,1180,"71,94",0,136,88,0,224,"8,5","5,5",0,14,"Sábados","Sábados de 8-13h",,0,,
"op_batch_0076","EDONGE21UE","Maestría en Educación",2021-09-03,0,0,0,"EDONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1216,76,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0077","LPONGE21UE","Maestría en Patologias del Lenguaje y el Habla",2021-09-03,0,0,0,"LPONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1345,"84,06",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0078","LPONMX21GE","Maestría en Patologías del Lenguaje y el Habla",2021-09-03,0,0,0,"LPONMX21GE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1345,"84,06",0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0079","EDONIS21P","Mestrado em Educação",2021-01-01,0,0,0,"EDONIS21P","__export__.res_company_8_50662d8b",2023-12-31,"op_modality_0002",0,0,0,,"2021-2023",,0,0,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0080","IEONGE21UE","Maestría en inteligencia emocional y desarrollo personal",2021-09-28,0,0,0,"IEONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,904,60,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0081","BBONGE21UE","Maestría en Big Data y Business Intelligence",2021-09-30,0,0,0,"BBONGE21UE","base.main_company",2022-09-30,"op_modality_0002",0,0,0,,"2021-2023",,1216,76,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0082","PC36MX21GE","Maestría en Psicología Clínica y de la Salud",2021-11-26,0,0,0,"PC36MX21GE","base.main_company",2022-09-30,"op_modality_0008",0,0,0,,"2021/2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0083","PC36MX21EE","Maestría en Psicología Clínica y de la Salud",2021-11-26,0,0,0,"PC36MX21EE","base.main_company",2022-09-30,"op_modality_0008",0,0,0,,"2021-2023",,1350,84,0,0,0,0,0,0,0,0,0,"e-Learning","e-Learning",,0,,
"op_batch_0084","PC36MX22ME","Maestría en Psicología Clínica y de la Salud",2022-02-19,0,0,0,"PC36MX22ME","base.main_company",2024-09-30,"op_modality_0008",0,0,0,,"2022-2024",,1350,84,0,0,0,0,0,0,0,0,0,"Sábados","Sábados de 8-13 Hrs.",,0,,
"op_batch_0085","MI36MX22ME","Máster en Psicología Clínica Infantojuvenil",2022-02-19,0,0,0,"MI36MX22ME","base.main_company",2024-09-30,"op_modality_0008",0,0,0,,"2022-2024",,1260,79,0,0,0,0,0,0,0,0,0,"Sábados","Sábados de 8-13h",,0,,
"op_batch_0086","PCONCO22UE","Maestría en Psicología Clínica y de la Salud",2022-04-05,0,0,0,"PCONCO22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2024",,1350,84,0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0087","PCONMX22UE","Maestría en Psicología Clínica y de la Salud",2022-04-05,0,0,0,"PCONMX22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2024",,1350,84,0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0088","MPONMX22UE","Máster en Psicoterapia Cognitivo-Conductual",2022-04-05,0,0,0,"MPONMX22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2024",,960,60,0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0089","MIONCO22UE","Máster en Psicología Clínica Infantojuvenil",2022-04-05,0,0,0,"MIONCO22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2024",,1260,79,0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0090","MIONMX22UE","Máster en Psicología Clínica Infantojuvenil",2022-04-05,0,0,0,"MIONMX22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2024",,1260,79,0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0091","MLONCO22UE","Maestría en Psicología Forense",2022-04-05,0,0,0,"MLONCO22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2024",,1350,84,0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0092","POONCO22UE","Especialidad en Psicooncología",2022-04-05,0,0,0,"POONCO22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2023",,780,"48,75",0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
"op_batch_0093","POONMX22UE","Especialidad en Psicooncología",2022-04-05,0,0,0,"POONMX22UE","base.main_company",2022-12-31,"op_modality_0002",0,0,0,,"2022-2023",,780,"48,75",0,0,0,0,0,0,0,0,0,"E-LEARNING","E-LEARNING",,0,,
